index	name	date	distance_km	climb_m
1900	Giants Tooth	1-1-2012	4.8	120.0
1741	Hillforts And Headaches	1-1-2012	4.8	311.0
1807	Morning After	1-1-2012	8.0	275.0
1798	Nine Standards	1-1-2012	12.9	549.0
1991	St Johns Fell	1-1-2012	5.0	275.0
1986	Ovenden	7-1-2012	13.0	366.0
1812	Peat Pits Wood & Shining Cliff Woods	8-1-2012	7.0	230.0
1973	Ashurst Beacon	14-1-2012	9.5	290.0
1659	Clay Bank East	15-1-2012	9.1	307.0
1656	Trig Point	15-1-2012	26.0	490.0
1547	Trigger	15-1-2012	32.0	1400.0
1983	White Holme Circular	15-1-2012	13.0	366.0
1767	Box Hill	21-1-2012	12.0	530.0
1915	Crosby Commoner	21-1-2012	10.0	237.0
1862	Soreen Stanbury Splash	22-1-2012	12.0	400.0
1714	Blakes Heaven	28-1-2012	8.0	503.0
2001	Greeba Fell	28-1-2012	14.0	750.0
1844	Tigger Tor	29-1-2012	14.5	514.0
1824	Titterstone Clee	4-2-2012	4.1	229.0
1651	Charnwood Hills	5-2-2012	22.5	393.0
1823	Long Mynd Valleys	5-2-2012	18.5	1372.0
2046	Mickleden Straddle	5-2-2012	23.0	741.0
1734	Sidmouth 4 Trigs Challenge	5-2-2012	26.0	914.0
1754	Carnethy 5	11-2-2012	10.0	760.0
1713	Jarrett Jaunt Handicap Event	11-2-2012	7.2	457.0
1945	Tarren Hendre	11-2-2012	9.7	610.0
1874	Wadsworth Trog	11-2-2012	32.2	1220.0
1661	Danby Beacon	12-2-2012	12.0	360.0
1769	Norman Matthews Winter Hill	12-2-2012	17.7	838.0
2005	Baldwin Valleys	18-2-2012	14.0	750.0
2055	golden Pearl Reston Scar	19-2-2012	11.25	601.0
1984	Studmarks From The Summit - Fell Race For Life	19-2-2012	8.8	260.0
2090	Mr Sparkles Dark un - Full	24-2-2012	8.1	214.0
1878	Bleasdale Circle	25-2-2012	8.0	381.0
2105	Inov-8 High Cup Nick	25-2-2012	15.0	460.0
1937	Moel Y Ci	25-2-2012	8.0	290.0
1698	Noon Stone - Cancelled	25-2-2012	13.5	700.0
1967	Quantocks	25-2-2012	12.1	579.0
1663	Commondale Clart	26-2-2012	8.3	220.0
1957	Ilkley Moor - Now Full, No Entry On Day	26-2-2012	8.0	385.0
1702	High Peak Marathon	2-3-2012	67.0	1645.0
1522	Black Combe	3-3-2012	13.0	1000.0
1828	Carding Mill Canter	3-3-2012	7.8	580.0
1746	Pipe Dream	3-3-2012	8.2	518.0
1942	Bishop Hill	4-3-2012	4.0	300.0
1786	Brough Law	4-3-2012	8.0	400.0
2037	Cloud Nine	4-3-2012	14.5	381.0
1934	Sedbergh 3 Peaks	6-3-2012	5.8	462.0
2013	Haworth Hobble - Wuthering Hike	10-3-2012	53.0	1341.0
1804	Stan Bradshaw Pendle Round	10-3-2012	16.7	590.0
1982	Windmills Whizz - Fell Race For Life	10-3-2012	11.3	244.0
1662	Glaisdale Rigg	11-3-2012	13.7	562.0
2075	Ian Roberts	11-3-2012	10.3	260.0
1744	Fiendsdale	17-3-2012	10.5	671.0
2004	Glen Mona	17-3-2012	11.0	650.0
2067	Lads Leap	17-3-2012	9.5	518.0
2032	Middlefell	17-3-2012	10.6	518.0
1990	Heptonstall	18-3-2012	24.0	1000.0
2132	Birnam Hill Classic	24-3-2012	6.4	530.0
1944	Yr Aran	24-3-2012	16.1	945.0
1738	Blakey Blitz	25-3-2012	17.0	855.0
2133	Deuchary Hill Canter	25-3-2012	17.7	792.0
1641	Don Morrison Memorial Edale Skyline - Race Full	25-3-2012	34.0	1373.0
2042	Rivock Edge - Start Moved	25-3-2012	10.4	255.0
2122	Wirksworth Incline	25-3-2012	6.9	122.0
1916	Wrekin	25-3-2012	8.8	519.0
2007	Trunce 1	26-3-2012	6.4	170.0
1584	Harry Aspinall Liver Hill	27-3-2012	8.0	250.0
1617	Causey Pike	31-3-2012	7.2	543.0
1532	Claire House Excalibur Marathon	31-3-2012	43.0	1403.0
1755	Llanbedr To Blaenafon	31-3-2012	26.0	1372.0
1615	Llantysilio	31-3-2012	9.9	640.0
1833	Midgley Moor	31-3-2012	8.0	381.0
1724	Blubberhouses Moor 25	1-4-2012	39.0	885.0
1622	Exe To Axe	1-4-2012	32.4	1219.0
1552	Mow Cop	1-4-2012	10.5	400.0
2085	Mynd Mac	1-4-2012	7.3	417.0
2003	Narradale	1-4-2012	20.0	1080.0
1864	Bunny Run 1	3-4-2012	4.8	100.0
1882	Fron Four	7-4-2012	11.4	716.0
1951	Pendle	7-4-2012	7.2	457.0
1770	Rivington Pike	7-4-2012	5.2	213.0
1814	Peat Pits Wood & Shining Cliff Woods	8-4-2012	10.0	356.0
1865	Bunny Run 2	10-4-2012	4.8	100.0
1553	Loughrigg	11-4-2012	6.4	330.0
1890	Coledale Horseshoe - Race Full	14-4-2012	13.7	915.0
2065	Screel	14-4-2012	6.4	396.0
1602	Wardle Skyline	14-4-2012	11.3	381.0
1664	Gisborough Moors	15-4-2012	20.0	850.0
2015	Trunce 2	16-4-2012	6.4	170.0
1866	Bunny Run 3	17-4-2012	4.8	100.0
1638	Grisedale Grind	18-4-2012	4.0	480.0
1566	Joe Barber Herod Farm	18-4-2012	4.8	335.0
1558	Hartcliff Hill	19-4-2012	4.0	150.0
1696	Anniversary Waltz	21-4-2012	18.5	1097.0
1686	Cribyn	21-4-2012	8.9	946.0
1695	Teenager With Altitude	21-4-2012	24.8	2318.0
1563	Y Moelwyn	21-4-2012	16.9	853.0
2080	Masson Hill	24-4-2012	6.4	320.0
1616	Pentyrch - Date Change	25-4-2012	11.0	488.0
1612	Wrekin Streak	25-4-2012	4.5	247.0
1948	Annalong Horseshoe	28-4-2012	21.0	1550.0
1716	Hawkshead Trail	28-4-2012	15.0	500.0
1994	Snaefell	28-4-2012	8.0	550.0
1759	Three Peaks	28-4-2012	37.4	1608.0
1906	Buttermere Sailbeck	29-4-2012	15.3	1422.0
1762	Cheviot Summit	29-4-2012	9.7	816.0
1666	Fox & Hounds Chase	29-4-2012	14.5	457.0
2016	Trunce 3	30-4-2012	6.4	170.0
1665	Carlton Challenge	2-5-2012	8.0	360.0
1788	Dockray - Hartside	2-5-2012	10.0	800.0
1580	Flower Scar	2-5-2012	6.4	427.0
2014	Lothersdale	2-5-2012	5.8	183.0
1848	Tigers Todger	2-5-2012	9.6	259.0
2068	Chunal - Change Of Date	5-5-2012	4.8	305.0
1907	Coniston	5-5-2012	14.0	1065.0
1964	Llangynhafal Loop	5-5-2012	7.6	533.0
1618	Pendle Cloughs	5-5-2012	22.5	1250.0
2058	Red Kite Challenge	5-5-2012	18.5	610.0
1936	Stuc A Chroin 5000	5-5-2012	22.5	1524.0
1820	The Cake Race	5-5-2012	16.0	518.0
1706	Great Hameldon	6-5-2012	9.6	338.0
2059	Ras Y Diafol	6-5-2012	29.0	610.0
1960	Coiners	7-5-2012	12.2	405.0
2069	James Thorn - Change Of Date	7-5-2012	8.0	491.0
1802	Wray Caton Moor	7-5-2012	11.0	335.0
1555	Burbage Skyline	8-5-2012	9.3	366.0
1790	Jack Bloor Race	8-5-2012	8.4	350.0
2108	Mearley Clough	8-5-2012	5.6	365.0
1613	Caradoc Classic	9-5-2012	5.6	268.0
1637	Lords Seat	9-5-2012	8.0	430.0
1854	Rainow 5	9-5-2012	8.0	229.0
1758	Roseberry Romp	10-5-2012	8.2	320.0
1556	Belmont Winter Hill	12-5-2012	7.2	305.0
1625	Bollington Festival 3 Peaks	12-5-2012	9.0	370.0
1700	Cressbrook Crawl	12-5-2012	10.5	350.0
1830	Fairfield Horseshoe	12-5-2012	14.5	914.0
2128	Moel Eilio	12-5-2012	12.9	915.0
1624	Mount Famine	12-5-2012	8.0	564.0
1935	Slieve Bearnagh	12-5-2012	7.9	820.0
1806	Bluebell Run	13-5-2012	8.0	366.0
1999	Carraghan Fell	15-5-2012	4.0	300.0
1645	Blackstone Edge	16-5-2012	5.6	366.0
2012	Kildwick	16-5-2012	6.0	244.0
1699	Latrigg	16-5-2012	4.8	290.0
1670	Levisham Limping	16-5-2012	10.0	320.0
2064	Durris Mast	17-5-2012	8.8	305.0
1827	Charlesworth Chase	19-5-2012	8.2	366.0
1793	New Dungeon Ghyll	19-5-2012	5.6	640.0
1799	Old Counties Tops	19-5-2012	59.0	3050.0
1905	Shining Tor Intercounties Race	19-5-2012	12.0	533.0
1782	Glaramara	20-5-2012	8.0	630.0
2017	Trunce 4	21-5-2012	6.4	170.0
1707	Totley Moor	22-5-2012	8.3	440.0
2126	Caw	23-5-2012	9.3	550.0
1969	Harrock Hill 1	23-5-2012	8.4	275.0
1682	Vanessa Chappell	23-5-2012	9.0	401.0
1573	Denis Stitt Memorial Race	24-5-2012	6.0	370.0
1946	Cader Idris	26-5-2012	16.9	915.0
1745	Hutton Roof Crags	26-5-2012	11.3	397.0
1523	Jura	26-5-2012	28.0	2370.0
1718	Kentmere Trail	26-5-2012	17.0	475.0
2127	Little Long Run	26-5-2012	6.1	249.0
1880	Shutlingsloe	26-5-2012	3.0	270.0
1859	Wingerworth Wobble	26-5-2012	7.2	183.0
1813	Peat Pits Wood & Shining Cliff Woods	27-5-2012	8.2	267.0
1817	Saddleworth	27-5-2012	4.8	290.0
1764	Surrey Hills Race A	27-5-2012	30.0	800.0
1765	Surrey Hills Race B	27-5-2012	16.0	400.0
1766	Surrey Hills Race C	27-5-2012	10.0	200.0
1636	Batch Bash	30-5-2012	4.8	305.0
1669	Ossy Oiks	30-5-2012	8.5	550.0
1953	Ennerdale Horseshoe	2-6-2012	37.0	2290.0
1809	Glas Tulaichean Uphill	2-6-2012	7.4	670.0
1598	Kelbrook	2-6-2012	5.5	213.0
1847	Pen Y Ghent	2-6-2012	9.5	564.0
1730	Wharfedale Off Road 1/2 Marathon - No Entry On Day	2-6-2012	21.0	700.0
1729	Wharfedale Off Road Marathon - No Entry On Day	2-6-2012	41.0	792.0
1875	Wincle Trout Run	2-6-2012	9.0	300.0
1239	Carneddau	3-6-2012	14.5	1250.0
1732	Edenfield - Change Of Start Time	3-6-2012	10.3	477.0
1589	Helvellyn And The Dodds	3-6-2012	24.0	1337.0
2088	The Yomp	3-6-2012	37.0	1326.0
1858	Wadsworth Jubilee Race	3-6-2012	8.0	210.0
2070	Wormstones	3-6-2012	6.4	411.0
1832	Yetholm	3-6-2012	12.8	760.0
1620	Austwick Amble	4-6-2012	13.0	365.0
1784	Bamford Sheepdog Trials	4-6-2012	7.2	305.0
1959	Ilkley Trail	4-6-2012	11.0	220.0
2121	Mynydd Myfyr	4-6-2012	6.5	150.0
2146	Lantern Pike Dash	5-6-2012	1.5	200.0
1831	Blencathra	6-6-2012	13.0	825.0
1524	Boars Head	6-6-2012	12.9	403.0
1668	Broughton Wood Wobble	6-6-2012	8.3	435.0
1772	Calver Peak	6-6-2012	8.0	275.0
1855	Otley Chevin	6-6-2012	4.5	210.0
2026	Abbey Anniversary	7-6-2012	8.0	549.0
1529	Hebden Bridge	7-6-2012	9.6	350.0
1595	Hendersons End	7-6-2012	9.4	300.0
1710	Tansley	7-6-2012	6.9	183.0
1851	Castleton	8-6-2012	10.3	458.0
1901	Alwinton	9-6-2012	22.5	884.0
2029	Duddon	9-6-2012	29.0	1830.0
1737	Traprain Law	9-6-2012	9.5	220.0
2144	Weets	9-6-2012	8.8	550.0
1725	Welsh 1000m Peaks	9-6-2012	32.0	2440.0
1849	Knowl Hill	10-6-2012	9.7	396.0
2018	Trunce 5	11-6-2012	6.4	170.0
1747	Paddys Pole	12-6-2012	6.0	336.0
1961	Ben Sheann	13-6-2012	4.0	427.0
1632	Holcombe Two Towers	13-6-2012	6.5	400.0
2084	Kettleshulme	13-6-2012	9.6	336.0
1881	Latterbarrow Loop	13-6-2012	4.6	250.0
1609	Tebay	13-6-2012	13.0	914.0
1843	Grindleford	14-6-2012	7.2	152.0
1768	Walsh Two Lads	14-6-2012	8.4	274.0
1639	Buckden Pike	16-6-2012	6.0	486.0
2011	Cononley	16-6-2012	4.8	292.0
1822	Great Hill Race	16-6-2012	9.3	480.0
2006	Great Lakes Run	16-6-2012	21.0	2130.0
1761	20th Settle Hills	17-6-2012	11.3	400.0
1630	Accelerate Edale Race	17-6-2012	7.6	402.0
2002	Arthur Jones Bradda Fell	17-6-2012	24.0	1250.0
2104	Darrens Dash	17-6-2012	10.0	500.0
1947	Flagstaff To Carlingford	17-6-2012	16.6	950.0
1903	Hunshelf Amble	17-6-2012	13.0	465.0
2137	Sutton Pinnacles	17-6-2012	11.0	260.0
1811	Y Berwyn	17-6-2012	20.5	1080.0
1597	Beacon Batch	19-6-2012	8.0	305.0
1721	Calton	19-6-2012	8.8	244.0
2150	St Ives Trail	19-6-2012	8.0	152.0
1962	Hotfoot Up Famau	20-6-2012	5.6	366.0
2125	Humbleton Fell	20-6-2012	8.5	240.0
1711	Langstrath	20-6-2012	7.5	430.0
1839	Rodneys Pillar Handicap	20-6-2012	6.3	290.0
1667	Whorlton Run	20-6-2012	9.5	420.0
1619	Aggies Staircase	21-6-2012	6.4	350.0
1631	Blacka Moor Chase	21-6-2012	10.0	440.0
1614	Tideswell	22-6-2012	7.1	260.0
1586	Wicken Hill Whizz	22-6-2012	4.5	320.0
1536	Bosley Fete	23-6-2012	7.5	250.0
1701	Chrome Hill	23-6-2012	6.4	213.0
1690	Coity	23-6-2012	8.0	300.0
1575	Darren Jones Clougha Pike	23-6-2012	7.9	400.0
2101	James Blakeley	23-6-2012	5.0	180.0
1587	Reservoir Bogs	23-6-2012	13.0	460.0
1795	Arnison Dash	24-6-2012	3.0	300.0
2078	Cronkley	24-6-2012	16.9	535.0
1722	Kinder Trog	24-6-2012	25.7	1064.0
1834	Langley Fete	24-6-2012	4.5	198.0
1687	Moel-y-gamelin	24-6-2012	15.2	725.0
1708	North Devon  Aonb Marathon	24-6-2012	42.2	1031.0
1709	North Devon Aonb Half Marathon	24-6-2012	22.0	413.0
1588	Timothy Taylors Tom Tittiman	24-6-2012	6.4	210.0
1902	Windy Gyle	24-6-2012	13.7	549.0
1876	Carlton Midsummer Meander	27-6-2012	8.5	320.0
1539	Cragg Vale	27-6-2012	6.4	244.0
1789	Dockray- Great Dodd	27-6-2012	15.0	1100.0
1910	Eddies Revenge	27-6-2012	6.1	323.0
1970	Harrock Hill 2	27-6-2012	8.4	275.0
1599	Hope Wakes	27-6-2012	9.5	451.0
1826	Pontesbury	27-6-2012	4.9	354.0
1581	Riber Run	27-6-2012	6.8	305.0
2134	Winster	28-6-2012	6.7	226.0
2140	Comptons Cross	30-6-2012	14.0	300.0
1838	Dollar	30-6-2012	15.0	1030.0
1578	Eldwick Gala	30-6-2012	4.8	168.0
1941	Foel Fras	30-6-2012	19.3	914.0
1601	Whaley Waltz	30-6-2012	9.3	274.0
1978	Great Bakewell Pudding Race	1-7-2012	10.1	210.0
1731	Guisecliff Gallop	1-7-2012	6.0	228.0
2047	Hawkswick	1-7-2012	8.0	500.0
2136	Langdale Gala	1-7-2012	3.2	91.0
1590	Skiddaw	1-7-2012	14.5	823.0
2019	Trunce 6	2-7-2012	6.4	170.0
2138	20 Barriers	3-7-2012	8.0	160.0
1785	Saltwell Harriers	3-7-2012	9.0	300.0
1605	Stoodley Pike	3-7-2012	5.0	213.0
1835	Maybeck 3 Crosses	4-7-2012	14.6	450.0
2051	Reston Scar Scamper	4-7-2012	6.0	301.0
1846	Flan Fell	5-7-2012	2.9	100.0
1805	Gibson Grind	5-7-2012	14.0	400.0
2143	Kirkby Stephen Sports	6-7-2012	5.0	250.0
1889	Arrochar Alps	7-7-2012	25.0	2400.0
1582	Chevy Chase	7-7-2012	32.2	1219.0
1989	Heptonstall Festival	7-7-2012	9.5	496.0
1995	James Coulson Laxey Fell	7-7-2012	13.0	650.0
1940	Moel Siabod	7-7-2012	8.7	700.0
2139	Oakworth Haul	7-7-2012	8.0	200.0
1627	Tockholes	7-7-2012	9.3	335.0
1557	Bampton	8-7-2012	8.8	244.0
1570	Bollington Nostalgia	8-7-2012	11.4	372.0
1633	Peak Forest	8-7-2012	9.7	198.0
1643	Wharfedale Ttt Race 3	8-7-2012	2.4	152.0
1594	Hathersage Gala	9-7-2012	7.2	325.0
1693	Cancelled - Cosdon	11-7-2012	5.2	315.0
2010	Stirton	11-7-2012	9.0	366.0
2060	The Druid	11-7-2012	8.0	366.0
1743	Beacon Hill	12-7-2012	9.7	458.0
1976	Bull Hill	12-7-2012	8.8	335.0
1888	Sedbergh Sports - Venue Change	13-7-2012	5.0	203.0
1958	Addingham Gala	14-7-2012	9.5	300.0
2145	Baildon Carnival	14-7-2012	5.6	152.0
1872	Cancelled - Charlesworth Carnival	14-7-2012	5.1	180.0
2114	Pen Y Fan	14-7-2012	5.8	588.0
1531	Tal Y Fan	14-7-2012	12.8	786.0
1821	Thurlstone Chase	14-7-2012	6.4	244.0
2024	Wasdale	14-7-2012	34.0	2750.0
2023	Broomhead Chase	15-7-2012	5.6	250.0
2115	Fan Y Big Horseshoe	15-7-2012	16.5	670.0
1574	Holme Moss	15-7-2012	25.5	1285.0
2038	Oldfield	15-7-2012	9.0	170.0
2147	Raad Ny Foillan	15-7-2012	9.5	460.0
2109	Bamford Carnival	18-7-2012	7.2	305.0
1635	Black Rocks	18-7-2012	9.0	250.0
1912	Blisco Dash	18-7-2012	8.0	650.0
1825	Stiperstones	18-7-2012	5.1	244.0
1685	Widdop	18-7-2012	11.3	366.0
1750	Sheldon	19-7-2012	6.4	158.0
2087	Cancelled - Bingley Show	21-7-2012	4.8	175.0
1909	Ingleborough	21-7-2012	11.0	600.0
2129	North Bovey Fair	21-7-2012	5.0	250.0
2110	Satmap 10 Peaks	21-7-2012	73.0	5600.0
1836	Snowdon - Date Change	21-7-2012	16.1	1006.0
1646	Turnslack	21-7-2012	12.9	610.0
1773	Warton Crag	21-7-2012	9.3	183.0
1704	Great Hucklow	22-7-2012	9.8	340.0
2052	Kentmere - Date Change	22-7-2012	19.8	1006.0
2020	Trunce 7	23-7-2012	6.4	170.0
1672	Cock Howe And Beyond	25-7-2012	11.3	460.0
1856	Goyts Moss	25-7-2012	11.2	430.0
1963	Green Green Grass Of Home	25-7-2012	7.2	457.0
1971	Harrock Hill 3	25-7-2012	8.4	275.0
2053	Heart Of The Lakes Rydal Round	26-7-2012	14.5	915.0
1739	Stoney Middleton	26-7-2012	8.5	200.0
1571	Beetham Sports	28-7-2012	9.3	283.0
1564	Ben Rinnes Five Tops	28-7-2012	22.6	1500.0
1653	Lingmell Dash	28-7-2012	7.2	762.0
1606	Push-up-the-pincyn	28-7-2012	10.0	396.0
2071	Crowden Horseshoe	29-7-2012	12.9	518.0
2030	James Herriot Run	29-7-2012	14.0	305.0
1899	Fellside	31-7-2012	11.3	580.0
1604	Cracken Edge	1-8-2012	11.3	442.0
1673	Gribdale Gallop	1-8-2012	11.6	585.0
1895	Top Of Leach	1-8-2012	8.0	320.0
1898	Derbyshire Chevin 1	2-8-2012	7.3	259.0
2148	Salt Cellar	3-8-2012	10.9	486.0
1781	Borrowdale	4-8-2012	26.0	2000.0
2089	Cancelled - Osmotherley Show	4-8-2012	8.8	320.0
1949	Creag Dhubh	4-8-2012	7.0	402.0
1691	Great West	4-8-2012	8.0	415.0
1771	Hellifield Gala	4-8-2012	5.6	260.0
1775	Round Hill	4-8-2012	14.1	335.0
2141	Vegan Welsh 3000s - Rearranged Date	4-8-2012	48.0	4000.0
1939	Y Garn	4-8-2012	4.5	460.0
1987	Bridges Or Bust - Change Of Date	5-8-2012	12.2	470.0
2048	Worsthorne Moor	5-8-2012	10.9	274.0
1979	Bradwell	7-8-2012	6.0	230.0
2154	Brownlee Olympic Gold Run	7-8-2012	2.7	54.0
1980	Crow Hill Reverse	7-8-2012	8.0	305.0
1850	Parwich Panoramic Five	7-8-2012	8.5	200.0
1688	Ponderosa	8-8-2012	6.4	289.0
1783	Steel Fell	8-8-2012	4.5	360.0
1894	Whittle Pike	8-8-2012	8.2	488.0
1757	Bransdale	9-8-2012	12.0	400.0
1634	Rickys Race	9-8-2012	7.3	240.0
2000	North Barrule - Change Of Date	10-8-2012	6.0	500.0
1561	Arncliffe Gala	11-8-2012	3.0	140.0
1640	Brecon Beacons	11-8-2012	30.6	1372.0
2045	Howtown	11-8-2012	20.6	1415.0
1927	Long Tour Of Bradwell	11-8-2012	50.0	2070.0
1569	Teggs Nose	11-8-2012	11.7	525.0
1954	Turner Landscape	11-8-2012	17.0	910.0
1733	Boulsworth	12-8-2012	12.0	390.0
1787	Forest Burn	12-8-2012	5.6	150.0
1841	Gladstone 9	12-8-2012	14.5	855.0
2021	Trunce 8	13-8-2012	6.4	170.0
1526	Eccles Pike	15-8-2012	5.4	305.0
1671	Guisborough Grunt	15-8-2012	9.9	416.0
1845	Pilgrims Cross	15-8-2012	9.7	336.0
1628	Darwen Gala	18-8-2012	6.0	283.0
2102	Falstone Falcon	18-8-2012	8.0	215.0
1593	Gargrave Show	18-8-2012	5.6	274.0
1654	Rusland 5	18-8-2012	8.0	260.0
1763	Sticklepath Horseshoe	18-8-2012	15.5	519.0
1644	Weasdale Horseshoe	18-8-2012	14.0	610.0
1753	10th Belper Rugby Rover	19-8-2012	30.0	671.0
1705	Cancelled - Lakeland Country Fair	19-8-2012	11.0	716.0
1887	Lomonds Of Fife	19-8-2012	16.2	760.0
2049	Sedbergh Hills	19-8-2012	22.5	1830.0
1652	Shipman Knotts	21-8-2012	6.0	400.0
1933	Crook Peak Cake Race - Change Of Date	22-8-2012	4.8	200.0
1684	Golf Ball	22-8-2012	8.8	244.0
1972	Harrock Hill 4	22-8-2012	8.4	275.0
1596	Round Latrigg	22-8-2012	8.8	244.0
1886	Tryfan Downhill Dash	24-8-2012	1.0	-680.0
1794	Arnison Crag Horseshoe	25-8-2012	5.0	300.0
1988	Bellingham Show	25-8-2012	6.4	183.0
1791	Burnsall Classic	25-8-2012	2.4	274.0
1621	Chipping Show	25-8-2012	12.1	549.0
2653	Dufton Show	25-8-2012	8.0	457.0
1837	Ochil 2000s	25-8-2012	30.0	1525.0
1694	Oke Croak	25-8-2012	16.7	628.0
2036	Pendleton	25-8-2012	8.0	457.0
1527	Rise Hill - Rise Hill	25-8-2012	4.7	422.0
2747	12.12 Trail	26-8-2012	19.3	633.0
1896	Bradbourne	26-8-2012	8.9	259.0
1779	Cnicht	26-8-2012	7.2	564.0
2054	Grasmere Senior Guides Race	26-8-2012	2.5	270.0
2153	New Balance Ultra Tour Of The Peak District	26-8-2012	91.0	2722.0
1801	Tour Of Norland Moor	26-8-2012	10.1	270.0
1840	Moel Fammau	27-8-2012	7.4	392.0
1715	Barrel Inn	28-8-2012	10.2	531.0
1981	Ennerdale Show	29-8-2012	3.0	200.0
1675	Inclined To Madness	29-8-2012	9.9	375.0
1530	Ben Nevis	1-9-2012	14.0	1347.0
1877	Blackshaw Head Fete	1-9-2012	8.8	274.0
2159	Cancelled - Hesket Newmarket Show	1-9-2012	12.2	510.0
2062	Cancelled - Preseli Bluestone	1-9-2012	27.0	1350.0
2063	Cancelled - Preseli Bluestone Taster	1-9-2012	13.0	615.0
1629	Derek Price Memorial Grisedale Horseshoe	1-9-2012	16.0	1525.0
1719	Derwentwater Trail	1-9-2012	14.0	450.0
1938	Moel Hebog	1-9-2012	6.7	750.0
1583	Morrone	1-9-2012	4.7	305.0
1873	Bradley	2-9-2012	6.0	230.0
1919	Exterminator	2-9-2012	25.7	1290.0
2161	Llanfest	2-9-2012	10.0	420.0
1712	Loweswater Show	2-9-2012	4.2	305.0
1533	Shelf Moor	2-9-2012	9.1	457.0
2022	Trunce 9	3-9-2012	6.4	170.0
1897	Derbyshire Chevin 2	5-9-2012	4.6	183.0
1650	Ilkley Incline	5-9-2012	1.6	171.0
2973	Ilkley Incline	5-9-2012	1.6	171.0
1692	Sourton Tor	5-9-2012	3.9	244.0
1676	Hades Hill	6-9-2012	8.0	360.0
1576	Great Longstone Chase	7-9-2012	7.7	290.0
1647	Great Westmorland Trail	8-9-2012	13.0	400.0
1751	Hodder Valley Show	8-9-2012	10.0	350.0
1752	Longshaw Sheepdog Trials	8-9-2012	9.7	305.0
1540	Moel Wnion	8-9-2012	7.5	540.0
1683	Coombes Tor	9-9-2012	10.9	457.0
2072	Padfield Plum Fair Scamper	9-9-2012	8.8	320.0
1917	Stretton Skyline	9-9-2012	30.5	1357.0
2149	Whitfield Village Fair	9-9-2012	7.6	204.0
2041	Yorkshireman Off Road Half Marathon	9-9-2012	23.0	600.0
2040	Yorkshireman Off Road Marathon	9-9-2012	42.0	1000.0
1674	Roseberry Topping	12-9-2012	2.3	217.0
2160	Culter Horseshoe	15-9-2012	17.5	1490.0
1883	Half Peris	15-9-2012	13.7	1372.0
1559	Lantern Pike	15-9-2012	8.0	320.0
1796	Nine Edges Endurance	15-9-2012	32.8	893.0
1884	Peris Horseshoe	15-9-2012	28.2	2590.0
2066	Rombalds Romp	15-9-2012	11.3	330.0
2043	Simonside	15-9-2012	10.8	380.0
1607	St  Boniface Fell	15-9-2012	3.9	235.0
2243	St  Boniface Fell	15-9-2012	3.9	235.0
1911	Three Shires	15-9-2012	20.0	1220.0
1608	Ventnor Horseshoe	15-9-2012	12.0	443.0
2034	Cancelled - Settle Loop Tough Trail	16-9-2012	13.7	366.0
1649	Charmouth Challenge - Rearranged	16-9-2012	12.4	580.0
1800	Dale Head	16-9-2012	7.3	675.0
995	Wroxall Round	16-9-2012	21.1	487.0
2123	Home International Uphill Champs.	22-9-2012	10.0	509.0
2061	King Johns Castle	22-9-2012	7.4	264.0
2135	Ras Kev - Postponed Until 2013	22-9-2012	9.7	915.0
2025	Scafell Pike	22-9-2012	7.2	914.0
2039	Whernside	22-9-2012	19.5	906.0
2155	Bovey Beauty	23-9-2012	16.0	410.0
1623	Fat Boys Stanage Struggle	23-9-2012	9.9	355.0
1803	Viking Chase 4 Peaks	23-9-2012	12.9	457.0
2158	Wild Goose Chase	23-9-2012	6.8	170.0
1689	Black Mountains	29-9-2012	27.4	1586.0
2033	Eskdale Show	29-9-2012	7.1	312.0
1891	Kielder Blast	29-9-2012	9.5	475.0
1992	Manx Mountain Marathon	29-9-2012	50.0	2500.0
1611	Orton Autumn Fair	29-9-2012	10.0	258.0
2077	The Fallows	29-9-2012	16.0	800.0
1525	Thieveley Pike	29-9-2012	7.0	400.0
1926	Hope Moors & Tors - Change Of Date	30-9-2012	32.0	1125.0
1528	Powis Arms Bury Ditches	30-9-2012	9.3	395.0
1974	Sandstone Trail Race A	30-9-2012	27.5	655.0
1975	Sandstone Trail Race B	30-9-2012	17.0	288.0
1720	Coniston Trail	6-10-2012	15.0	540.0
1727	Fan Fawr	6-10-2012	3.2	305.0
2083	Good Shepherd	6-10-2012	24.0	610.0
2035	Grin And Bear It	6-10-2012	25.6	591.0
1808	Longmynd Hike	6-10-2012	80.0	2990.0
1726	Arenig Fawr	7-10-2012	11.0	590.0
2009	Beefys Nab	7-10-2012	4.8	198.0
1792	Windgather - Date Change	7-10-2012	21.7	762.0
1996	Cringle Hill	13-10-2012	4.0	75.0
1760	Langdale Horseshoe	13-10-2012	21.1	1450.0
2086	Manor Water Hill	13-10-2012	16.0	670.0
1749	Mendip Muddle	14-10-2012	20.3	488.0
1677	Saltergate - Levisham	14-10-2012	17.0	425.0
1985	Running Bear Race You To The Summit	20-10-2012	7.0	260.0
2031	Screes	20-10-2012	7.9	475.0
1780	Stuart Learmouth Wirksworth Undulator	20-10-2012	13.5	384.0
1740	Breidden Hills	21-10-2012	11.0	690.0
1868	Withins Skyline	21-10-2012	12.0	300.0
2164	Buttermere Shepherds Meet	27-10-2012	2.75	300.0
2079	Great Whernside	27-10-2012	6.5	475.0
2008	Bronte Way	28-10-2012	13.0	351.0
