course_id	result_id	name	date	dist(km)	climb(m)	score
1151	989	Ilkley Incline	7-9-2011	1.6	171.0	4798.003975
1130	1011	Hades Hill	8-9-2011	8.0	366.0	2446.998868
1385	995	Devils Beeftub	10-9-2011	3.2	229.0	9682.003215
1460	1007	Hodder Valley Show	10-9-2011	7.1	503.0	2916.006157
1475	993	Turner Landscape	10-9-2011	17.7	914.0	1052.00677
1486	1010	Coombes Tor	11-9-2011	10.9	457.0	3022.998507
1022	1015	Padfield Plum Fair Scamper	11-9-2011	8.8	320.0	2679.001426
1365	1023	Stretton Skyline	11-9-2011	30.6	1356.0	5665.020914
894	1014	Lantern Pike	17-9-2011	8.0	320.0	1116.98671
636	1120	Simonside	17-9-2011	10.8	366.0	2578.008854
996	1017	St  Boniface Fell	17-9-2011	4.8	236.0	1871.018951
1230	1038	Three Shires	17-9-2011	20.9	1219.0	2579.0196
997	1018	Ventnor Horseshoe	17-9-2011	11.3	457.0	1565.995776
1376	1041	Settle Loop Tough Trail	18-9-2011	13.7	366.0	6140.001175
1257	1042	Scafell Pike	24-9-2011	7.2	914.0	2453.990839
1044	1032	Whernside	24-9-2011	19.5	906.0	7003.006255
1371	1118	Viking Chase 4 Peaks	25-9-2011	12.9	457.0	2088.004979
1299	1104	Fan Fawr	1-10-2011	3.2	305.0	4758.997072
943	1051	Grin And Bear It	1-10-2011	25.7	591.0	1527.044164
1218	1116	Longmynd Hike	1-10-2011	80.5	2987.0	2410.999459
1125	1039	Ravenstones Brow	1-10-2011	14.5	351.0	5368.00643
921	1043	Arenig Fawr	2-10-2011	10.8	579.0	5794.007464
1066	1040	Hope Moors & Tors	2-10-2011	32.2	1128.0	3198.008396
1205	1113	Sandstone Trail Race A	2-10-2011	27.5	655.0	7452.002886
1206	1114	Sandstone Trail Race B	2-10-2011	17.1	290.0	967.003458
1167	1044	Good Shepherd	8-10-2011	22.5	610.0	7639.011478
889	1112	Langdale Horseshoe	8-10-2011	22.5	1219.0	602.393648
1346	1053	Beefys Nab	9-10-2011	4.8	198.0	2941.996842
1298	1048	Breidden Hills	9-10-2011	11.3	701.0	5438.002467
1059	1047	Windgather	9-10-2011	21.7	762.0	45780.000052
1232	1098	Ceiriog Canter	15-10-2011	10.5	366.0	9698.002664
975	1111	Passing Clouds	23-10-2011	15.7	564.0	7753.019017
1314	1060	Great Whernside	29-10-2011	6.4	474.0	9557.002983
1347	1059	Bronte Way	30-10-2011	12.9	351.0	2240.002483
993	1061	Shepherds Skyline	5-11-2011	9.7	351.0	4811.01525
1294	1101	Clwydian Hills	6-11-2011	16.1	914.0	1440.016361
964	1062	Cop Hill	6-11-2011	11.3	274.0	1389.996592
1168	1065	Dunnerdale	12-11-2011	8.0	549.0	1528.008333
1107	1063	Wadsworth Half Trog	12-11-2011	14.5	472.0	1743.043866
1396	1072	Leg It Round Lathkil	13-11-2011	11.4	290.0	1042.014799
1121	1107	Harriers V Cyclists	19-11-2011	9.7	198.0	4061.002666
991	1097	Penmaenmawr	19-11-2011	16.1	594.0	1256.991466
1228	1075	Kirkbymoor	26-11-2011	10.5	488.0	2937.997205
1074	1077	Bolton By Bowland	4-12-2011	12.9	244.0	4352.000808
870	1078	Gravy Pud 5	4-12-2011	8.0	305.0	1808.006482
1157	1089	Mortimer Forest	11-12-2011	16.1	488.0	4826.013353
1861	1086	Forest Burn	26-12-2011	5.6	152.0	4028.045214
1011	1091	Turkey Trot	26-12-2011	8.8	457.0	4123.009979
1292	1085	Whinberry Naze	26-12-2011	6.4	229.0	62280.000239
978	1082	Wansfell	27-12-2011	4.0	457.0	1122.004229
1660	1580	Captain Cooks Races	1-1-2012	8.0	318.0	2004.000073
1900	1088	Giants Tooth	1-1-2012	4.8	120.0	713.00712
1741	1137	Hillforts And Headaches	1-1-2012	4.8	311.0	2307.016043
1807	1087	Morning After	1-1-2012	8.0	275.0	3645.994435
1798	1136	Nine Standards	1-1-2012	12.9	549.0	1471.014697
1991	1188	St Johns Fell	1-1-2012	5.0	275.0	2700.00659
1986	1142	Ovenden	7-1-2012	13.0	366.0	5972.007062
1973	1139	Ashurst Beacon	14-1-2012	9.5	290.0	3479.995861
1659	1582	Clay Bank East	15-1-2012	9.1	307.0	1951.023186
1656	1140	Trig Point	15-1-2012	26.0	490.0	6020.999238
1547	1143	Trigger	15-1-2012	32.0	1400.0	3068.997246
1983	1152	White Holme Circular	15-1-2012	13.0	366.0	2329.006587
2001	1187	Greeba Fell	28-1-2012	14.0	750.0	1065.004978
1844	1155	Tigger Tor	29-1-2012	14.5	514.0	1220.983191
1824	1156	Titterstone Clee	4-2-2012	4.1	229.0	3680.991638
1823	1195	Long Mynd Valleys	5-2-2012	18.5	1372.0	2013.999602
1734	1571	Sidmouth 4 Trigs Challenge	5-2-2012	26.0	914.0	5616.001063
1754	1543	Carnethy 5	11-2-2012	10.0	760.0	1090.018983
1945	1228	Tarren Hendre	11-2-2012	9.7	610.0	9615.000614
1874	1159	Wadsworth Trog	11-2-2012	32.2	1220.0	5458.01407
1769	1157	Norman Matthews Winter Hill	12-2-2012	17.7	838.0	1823.985764
2005	1186	Baldwin Valleys	18-2-2012	14.0	750.0	2656.030421
2055	1162	golden Pearl Reston Scar	19-2-2012	11.25	601.0	2953.011854
1937	1229	Moel Y Ci	25-2-2012	8.0	290.0	1273.987782
1967	1632	Quantocks	25-2-2012	12.1	579.0	1130.000519
1663	1549	Commondale Clart	26-2-2012	8.3	220.0	2932.003128
1522	1196	Black Combe	3-3-2012	13.0	1000.0	2507.995725
1828	1175	Carding Mill Canter	3-3-2012	7.8	580.0	2258.995507
1746	1193	Pipe Dream	3-3-2012	8.2	518.0	1278.98938
1942	1507	Bishop Hill	4-3-2012	4.0	300.0	2194.000758
1786	1174	Brough Law	4-3-2012	8.0	400.0	2916.999499
2037	1170	Cloud Nine	4-3-2012	14.5	381.0	134400.000084
1982	1178	Windmills Whizz - Fell Race For Life	10-3-2012	11.3	244.0	2048.981295
2075	1171	Ian Roberts	11-3-2012	10.3	260.0	3326.022277
1744	1585	Fiendsdale	17-3-2012	10.5	671.0	4564.999357
2004	1185	Glen Mona	17-3-2012	11.0	650.0	115739.999996
2067	1180	Lads Leap	17-3-2012	9.5	518.0	10414.031933
1990	1184	Heptonstall	18-3-2012	24.0	1000.0	1719.005686
2132	1207	Birnam Hill Classic	24-3-2012	6.4	530.0	2315.007776
1944	1232	Yr Aran	24-3-2012	16.1	945.0	1853.010689
1738	1579	Blakey Blitz	25-3-2012	17.0	855.0	2289.017638
2133	1208	Deuchary Hill Canter	25-3-2012	17.7	792.0	2111.017047
2007	1516	Trunce 1	26-3-2012	6.4	170.0	2405.992802
1617	1226	Causey Pike	31-3-2012	7.2	543.0	2228.028798
1615	1233	Llantysilio	31-3-2012	9.9	640.0	1773.00009
1833	1205	Midgley Moor	31-3-2012	8.0	381.0	4277.021176
1724	1216	Blubberhouses Moor 25	1-4-2012	39.0	885.0	1675.001357
2085	1245	Mynd Mac	1-4-2012	7.3	417.0	884.443586
1951	1217	Pendle	7-4-2012	7.2	457.0	2883.000746
1814	1209	Peat Pits Wood & Shining Cliff Woods	8-4-2012	10.0	356.0	3142.998766
1553	1235	Loughrigg	11-4-2012	6.4	330.0	2908.002889
2065	1623	Screel	14-4-2012	6.4	396.0	1732.995789
1602	1234	Wardle Skyline	14-4-2012	11.3	381.0	5122.006997
2015	1519	Trunce 2	16-4-2012	6.4	170.0	2979.992229
1638	1591	Grisedale Grind	18-4-2012	4.0	480.0	2037.999679
1566	1612	Joe Barber Herod Farm	18-4-2012	4.8	335.0	4145.009799
1558	1246	Hartcliff Hill	19-4-2012	4.0	150.0	2463.000702
1686	1254	Cribyn	21-4-2012	8.9	946.0	7542.000935
2080	1677	Masson Hill	24-4-2012	6.4	320.0	3971.990567
1612	1534	Wrekin Streak	25-4-2012	4.5	247.0	2225.011001
1948	1259	Annalong Horseshoe	28-4-2012	21.0	1550.0	2547.996716
1994	1647	Snaefell	28-4-2012	8.0	550.0	4698.001506
1762	1258	Cheviot Summit	29-4-2012	9.7	816.0	2786.002437
2016	1521	Trunce 3	30-4-2012	6.4	170.0	9911.00168
1788	1260	Dockray - Hartside	2-5-2012	10.0	800.0	3099.997835
1580	1267	Flower Scar	2-5-2012	6.4	427.0	1660.999411
2014	1262	Lothersdale	2-5-2012	5.8	183.0	7747.005246
1848	1287	Tigers Todger	2-5-2012	9.6	259.0	7460.002536
1907	1588	Coniston	5-5-2012	14.0	1065.0	2137.996463
1964	1462	Llangynhafal Loop	5-5-2012	7.6	533.0	2347.003805
1618	1281	Pendle Cloughs	5-5-2012	22.5	1250.0	2294.004903
1936	1618	Stuc A Chroin 5000	5-5-2012	22.5	1524.0	4887.017623
1820	1282	The Cake Race	5-5-2012	16.0	518.0	2080.000954
1706	1283	Great Hameldon	6-5-2012	9.6	338.0	4014.997047
1960	1288	Coiners	7-5-2012	12.2	405.0	4746.008276
1555	1498	Burbage Skyline	8-5-2012	9.3	366.0	637.056652
1790	1268	Jack Bloor Race	8-5-2012	8.4	350.0	2864.001228
1613	1289	Caradoc Classic	9-5-2012	5.6	268.0	3142.995176
1637	1592	Lords Seat	9-5-2012	8.0	430.0	1666.998406
1854	1500	Rainow 5	9-5-2012	8.0	229.0	2179.028748
1556	1505	Belmont Winter Hill	12-5-2012	7.2	305.0	39300.000143
1625	1294	Bollington Festival 3 Peaks	12-5-2012	9.0	370.0	149579.999916
1830	1296	Fairfield Horseshoe	12-5-2012	14.5	914.0	2536.999597
1935	1292	Slieve Bearnagh	12-5-2012	7.9	820.0	2387.997852
1999	1646	Carraghan Fell	15-5-2012	4.0	300.0	2025.010417
1645	1291	Blackstone Edge	16-5-2012	5.6	366.0	1046.011649
2012	1276	Kildwick	16-5-2012	6.0	244.0	5842.015047
1699	1488	Latrigg	16-5-2012	4.8	290.0	1534.003269
2064	1605	Durris Mast	17-5-2012	8.8	305.0	2249.004109
1793	1295	New Dungeon Ghyll	19-5-2012	5.6	640.0	141120.000017
1905	1568	Shining Tor Intercounties Race	19-5-2012	12.0	533.0	4758.013087
2017	1523	Trunce 4	21-5-2012	6.4	170.0	5862.020776
1707	1290	Totley Moor	22-5-2012	8.3	440.0	1830.010579
2126	1307	Caw	23-5-2012	9.3	550.0	2330.998348
1969	1628	Harrock Hill 1	23-5-2012	8.4	275.0	1919.000618
1682	1504	Vanessa Chappell	23-5-2012	9.0	401.0	2058.998178
1573	1306	Denis Stitt Memorial Race	24-5-2012	6.0	370.0	1058.014022
1745	1302	Hutton Roof Crags	26-5-2012	11.3	397.0	1898.00743
1523	1303	Jura	26-5-2012	28.0	2370.0	95711.000034
2127	1483	Little Long Run	26-5-2012	6.1	249.0	2860.992639
1880	1555	Shutlingsloe	26-5-2012	3.0	270.0	8020.005353
1859	1321	Wingerworth Wobble	26-5-2012	7.2	183.0	1521.975371
1817	1320	Saddleworth	27-5-2012	4.8	290.0	1553.964609
1636	1304	Batch Bash	30-5-2012	4.8	305.0	11859.00905
1809	1622	Glas Tulaichean Uphill	2-6-2012	7.4	670.0	2290.997544
1598	1331	Kelbrook	2-6-2012	5.5	213.0	2296.998167
1847	1604	Pen Y Ghent	2-6-2012	9.5	564.0	10548.000081
1589	1601	Helvellyn And The Dodds	3-6-2012	24.0	1337.0	4127.004346
2070	1654	Wormstones	3-6-2012	6.4	411.0	6468.001635
1832	1494	Yetholm	3-6-2012	12.8	760.0	2324.026314
1620	1313	Austwick Amble	4-6-2012	13.0	365.0	1176.000415
1784	1337	Bamford Sheepdog Trials	4-6-2012	7.2	305.0	2810.994775
2121	1312	Mynydd Myfyr	4-6-2012	6.5	150.0	2860.995878
2146	1650	Lantern Pike Dash	5-6-2012	1.5	200.0	4913.002455
1831	1565	Blencathra	6-6-2012	13.0	825.0	2355.992833
1524	1310	Boars Head	6-6-2012	12.9	403.0	1644.000409
1668	1546	Broughton Wood Wobble	6-6-2012	8.3	435.0	1888.997814
1772	1343	Calver Peak	6-6-2012	8.0	275.0	3055.014394
1855	1309	Otley Chevin	6-6-2012	4.5	210.0	8332.004448
2026	1317	Abbey Anniversary	7-6-2012	8.0	549.0	1356.988635
1529	1599	Hebden Bridge	7-6-2012	9.6	350.0	8795.002518
1595	1318	Hendersons End	7-6-2012	9.4	300.0	902.085501
1737	1589	Traprain Law	9-6-2012	9.5	220.0	2502.998832
2144	1348	Weets	9-6-2012	8.8	550.0	117360.000073
1725	1590	Welsh 1000m Peaks	9-6-2012	32.0	2440.0	7498.000449
2018	1525	Trunce 5	11-6-2012	6.4	170.0	3352.997407
1961	1621	Ben Sheann	13-6-2012	4.0	427.0	1607.005388
2084	1373	Kettleshulme	13-6-2012	9.6	336.0	1136.004631
1881	1663	Latterbarrow Loop	13-6-2012	4.6	250.0	10105.00346
1609	1352	Tebay	13-6-2012	13.0	914.0	1340.01892
1639	1353	Buckden Pike	16-6-2012	6.0	486.0	1482.976154
2011	1351	Cononley	16-6-2012	4.8	292.0	1804.010402
2006	1354	Great Lakes Run	16-6-2012	21.0	2130.0	2542.033431
2002	1645	Arthur Jones Bradda Fell	17-6-2012	24.0	1250.0	2272.998482
1947	1570	Flagstaff To Carlingford	17-6-2012	16.6	950.0	629.006179
2137	1355	Sutton Pinnacles	17-6-2012	11.0	260.0	100500.000095
1811	1460	Y Berwyn	17-6-2012	20.5	1080.0	2620.00908
1597	1614	Beacon Batch	19-6-2012	8.0	305.0	86820.000167
2150	1556	St Ives Trail	19-6-2012	8.0	152.0	1464.995782
1962	1461	Hotfoot Up Famau	20-6-2012	5.6	366.0	1325.992716
2125	1374	Humbleton Fell	20-6-2012	8.5	240.0	1386.999343
1711	1491	Langstrath	20-6-2012	7.5	430.0	2187.992746
1667	1551	Whorlton Run	20-6-2012	9.5	420.0	3309.01394
1614	1552	Tideswell	22-6-2012	7.1	260.0	2123.99663
1586	1358	Wicken Hill Whizz	22-6-2012	4.5	320.0	2229.001325
1536	1542	Bosley Fete	23-6-2012	7.5	250.0	2854.007482
1701	1584	Chrome Hill	23-6-2012	6.4	213.0	7220.007569
1587	1359	Reservoir Bogs	23-6-2012	13.0	460.0	1408.002855
1722	1385	Kinder Trog	24-6-2012	25.7	1064.0	3180.993805
1876	1581	Carlton Midsummer Meander	27-6-2012	8.5	320.0	3459.998159
1910	1417	Eddies Revenge	27-6-2012	6.1	323.0	3499.999558
1970	1629	Harrock Hill 2	27-6-2012	8.4	275.0	1981.00578
1826	1384	Pontesbury	27-6-2012	4.9	354.0	1186.017381
1581	1364	Riber Run	27-6-2012	6.8	305.0	1801.004332
2140	1365	Comptons Cross	30-6-2012	14.0	300.0	2430.000103
1838	1593	Dollar	30-6-2012	15.0	1030.0	2504.002296
1578	1477	Eldwick Gala	30-6-2012	4.8	168.0	3137.995796
1941	1457	Foel Fras	30-6-2012	19.3	914.0	10158.001247
1601	1508	Whaley Waltz	30-6-2012	9.3	274.0	4035.016127
2047	1366	Hawkswick	1-7-2012	8.0	500.0	2118.994198
2136	1472	Langdale Gala	1-7-2012	3.2	91.0	2156.019342
1590	1602	Skiddaw	1-7-2012	14.5	823.0	2815.002776
2019	1527	Trunce 6	2-7-2012	6.4	170.0	5576.017036
2138	1479	20 Barriers	3-7-2012	8.0	160.0	2963.023142
1785	1638	Saltwell Harriers	3-7-2012	9.0	300.0	1824.002501
1605	1386	Stoodley Pike	3-7-2012	5.0	213.0	9570.003782
2051	1396	Reston Scar Scamper	4-7-2012	6.0	301.0	2315.000655
1805	1414	Gibson Grind	5-7-2012	14.0	400.0	1453.013992
1889	1389	Arrochar Alps	7-7-2012	25.0	2400.0	2118.986296
1989	1658	Heptonstall Festival	7-7-2012	9.5	496.0	1647.012329
1995	1643	James Coulson Laxey Fell	7-7-2012	13.0	650.0	1007.013778
1940	1467	Moel Siabod	7-7-2012	8.7	700.0	3145.994121
2139	1633	Oakworth Haul	7-7-2012	8.0	200.0	7031.998924
1627	1596	Tockholes	7-7-2012	9.3	335.0	4891.999098
1557	1624	Bampton	8-7-2012	8.8	244.0	505.009779
1633	1544	Peak Forest	8-7-2012	9.7	198.0	2873.08769
1594	1388	Hathersage Gala	9-7-2012	7.2	325.0	4012.007048
2010	1394	Stirton	11-7-2012	9.0	366.0	4255.021865
1743	1569	Beacon Hill	12-7-2012	9.7	458.0	4067.998671
2145	1541	Baildon Carnival	14-7-2012	5.6	152.0	2034.008081
2114	1563	Pen Y Fan	14-7-2012	5.8	588.0	1722.026486
2115	1562	Fan Y Big Horseshoe	15-7-2012	16.5	670.0	3078.987138
1574	1412	Holme Moss	15-7-2012	25.5	1285.0	1813.002158
2038	1395	Oldfield	15-7-2012	9.0	170.0	3115.99722
2147	1644	Raad Ny Foillan	15-7-2012	9.5	460.0	3290.00578
2109	1416	Bamford Carnival	18-7-2012	7.2	305.0	1515.97708
1912	1403	Blisco Dash	18-7-2012	8.0	650.0	2149.006475
1825	1404	Stiperstones	18-7-2012	5.1	244.0	7505.009313
1750	1436	Sheldon	19-7-2012	6.4	158.0	92940.000178
1909	1559	Ingleborough	21-7-2012	11.0	600.0	787.073815
1646	1408	Turnslack	21-7-2012	12.9	610.0	2233.007486
1773	1499	Warton Crag	21-7-2012	9.3	183.0	2280.998256
1704	1595	Great Hucklow	22-7-2012	9.8	340.0	7573.005283
2020	1529	Trunce 7	23-7-2012	6.4	170.0	2065.999588
1672	1583	Cock Howe And Beyond	25-7-2012	11.3	460.0	2213.011298
1856	1415	Goyts Moss	25-7-2012	11.2	430.0	7161.001085
1971	1631	Harrock Hill 3	25-7-2012	8.4	275.0	2385.010443
2053	1662	Heart Of The Lakes Rydal Round	26-7-2012	14.5	915.0	13445.998108
1739	1615	Stoney Middleton	26-7-2012	8.5	200.0	1867.048426
1571	1564	Beetham Sports	28-7-2012	9.3	283.0	4321.019216
1564	1620	Ben Rinnes Five Tops	28-7-2012	22.6	1500.0	1531.975167
1606	1418	Push-up-the-pincyn	28-7-2012	10.0	396.0	1402.992973
2071	1423	Crowden Horseshoe	29-7-2012	12.9	518.0	3220.031952
1899	1743	Fellside	31-7-2012	11.3	580.0	3679.995985
1604	1486	Cracken Edge	1-8-2012	11.3	442.0	1130.000519
1898	1471	Derbyshire Chevin 1	2-8-2012	7.3	259.0	1791.001769
2148	1435	Salt Cellar	3-8-2012	10.9	486.0	50340.001398
1949	1619	Creag Dhubh	4-8-2012	7.0	402.0	2320.018966
1771	1572	Hellifield Gala	4-8-2012	5.6	260.0	8457.004386
1775	1432	Round Hill	4-8-2012	14.1	335.0	5990.998992
1939	1455	Y Garn	4-8-2012	4.5	460.0	6484.999002
2048	1433	Worsthorne Moor	5-8-2012	10.9	274.0	2956.998498
1979	1431	Bradwell	7-8-2012	6.0	230.0	1773.003843
2154	1577	Brownlee Olympic Gold Run	7-8-2012	2.7	54.0	5206.003717
1688	1627	Ponderosa	8-8-2012	6.4	289.0	1589.999972
1757	1540	Bransdale	9-8-2012	12.0	400.0	1460.989633
1640	1453	Brecon Beacons	11-8-2012	30.6	1372.0	3170.050421
2045	1442	Howtown	11-8-2012	20.6	1415.0	1565.998761
1927	1446	Long Tour Of Bradwell	11-8-2012	50.0	2070.0	3195.991088
1569	1566	Teggs Nose	11-8-2012	11.7	525.0	471.004512
1954	1536	Turner Landscape	11-8-2012	17.0	910.0	2930.001389
1733	1443	Boulsworth	12-8-2012	12.0	390.0	3645.001364
1787	1533	Forest Burn	12-8-2012	5.6	150.0	2492.003833
1841	1452	Gladstone 9	12-8-2012	14.5	855.0	3516.022538
2021	1531	Trunce 8	13-8-2012	6.4	170.0	4368.008808
1526	1510	Eccles Pike	15-8-2012	5.4	305.0	2410.023076
1628	1597	Darwen Gala	18-8-2012	6.0	283.0	10996.01137
2102	1648	Falstone Falcon	18-8-2012	8.0	215.0	1290.039775
1763	1626	Sticklepath Horseshoe	18-8-2012	15.5	519.0	4647.001906
1644	1553	Weasdale Horseshoe	18-8-2012	14.0	610.0	1002.016986
1753	1616	10th Belper Rugby Rover	19-8-2012	30.0	671.0	5038.004067
1887	1617	Lomonds Of Fife	19-8-2012	16.2	760.0	2041.992339
2049	1600	Sedbergh Hills	19-8-2012	22.5	1830.0	2378.000894
1972	1659	Harrock Hill 4	22-8-2012	8.4	275.0	2505.004993
1596	1636	Round Latrigg	22-8-2012	8.8	244.0	2869.999567
1837	1661	Ochil 2000s	25-8-2012	30.0	1525.0	4325.003392
2036	1635	Pendleton	25-8-2012	8.0	457.0	5356.003245
1896	1656	Bradbourne	26-8-2012	8.9	259.0	1326.995363
2054	1678	Grasmere Senior Guides Race	26-8-2012	2.5	270.0	2803.997905
1981	1683	Ennerdale Show	29-8-2012	3.0	200.0	7535.000558
1877	2216	Blackshaw Head Fete	1-9-2012	8.8	274.0	1095.013181
1629	1685	Derek Price Memorial Grisedale Horseshoe	1-9-2012	16.0	1525.0	2527.009955
1919	1684	Exterminator	2-9-2012	25.7	1290.0	1392.003209
1533	1675	Shelf Moor	2-9-2012	9.1	457.0	3041.000753
1576	3739	Great Longstone Chase	7-9-2012	7.7	290.0	2311.98977
1647	1702	Great Westmorland Trail	8-9-2012	13.0	400.0	129060.00006
1751	1703	Hodder Valley Show	8-9-2012	10.0	350.0	4105.001078
1683	1722	Coombes Tor	9-9-2012	10.9	457.0	481.079609
1608	1718	Ventnor Horseshoe	15-9-2012	12.0	443.0	2213.000749
995	1717	Wroxall Round	16-9-2012	21.1	487.0	2557.031119
2039	1723	Whernside	22-9-2012	19.5	906.0	1546.990206
2158	1712	Wild Goose Chase	23-9-2012	6.8	170.0	2002.010018
1891	1726	Kielder Blast	29-9-2012	9.5	475.0	2763.999763
1525	1725	Thieveley Pike	29-9-2012	7.0	400.0	5868.995948
1727	1738	Fan Fawr	6-10-2012	3.2	305.0	2277.023033
2083	1739	Good Shepherd	6-10-2012	24.0	610.0	3490.003309
1726	1737	Arenig Fawr	7-10-2012	11.0	590.0	1062.008832
2009	1730	Beefys Nab	7-10-2012	4.8	198.0	2001.005363
1760	2966	Langdale Horseshoe	13-10-2012	21.1	1450.0	1731.989025
2086	1747	Manor Water Hill	13-10-2012	16.0	670.0	2814.023811
1740	1742	Breidden Hills	21-10-2012	11.0	690.0	1294.017464
2164	1750	Buttermere Shepherds Meet	27-10-2012	2.75	300.0	2458.004603
2079	1749	Great Whernside	27-10-2012	6.5	475.0	3136.019545
2008	1748	Bronte Way	28-10-2012	13.0	351.0	2371.005627
1748	1752	Shepherds Skyline	3-11-2012	10.0	350.0	1139.999793
1560	1758	Dunnerdale	10-11-2012	8.0	550.0	2033.032541
2028	1757	Harriers V Cyclists	10-11-2012	9.7	198.0	2696.010658
1908	1779	Leg It Round Lathkil	11-11-2012	11.5	290.0	10021.003405
2166	1761	Logans Run - Kinder Bimble	17-11-2012	12.1	610.0	3468.997166
1728	1789	Kirkbymoor	24-11-2012	10.5	490.0	2862.014166
1658	1768	Gravy Pud	2-12-2012	8.0	305.0	966.992766
2163	1780	Really Wild Boar	8-12-2012	8.0	427.0	3853.006198
1968	1785	Mytholmroyd	9-12-2012	11.3	411.0	3686.998423
1742	1784	Simonside Cairns	9-12-2012	17.7	540.0	3025.997727
1997	1782	Slieu Whallian Hill	15-12-2012	5.0	175.0	1020.030357
1853	1791	Whinberry Naze	26-12-2012	6.4	229.0	3243.031294
1554	1790	Wansfell	27-12-2012	3.3	405.0	1866.014162
2296	1793	Nine Standards	1-1-2013	12.9	549.0	1002.011926
2263	1794	Trig Point	6-1-2013	26.0	500.0	4641.015026
2514	1796	Ashurst Beacon	12-1-2013	9.5	290.0	138179.999914
2172	1797	Trigger	13-1-2013	32.6	1450.0	4045.008048
2520	1799	Crosby Commoner	26-1-2013	10.0	237.0	1028.082019
2521	1806	White Holme Circular	26-1-2013	13.0	366.0	7191.0287
2357	1835	Tigger Tor	27-1-2013	14.5	514.0	4055.002454
2723	1809	Lads Leap	3-2-2013	9.5	518.0	2619.003181
2507	3585	Tarren Hendre	9-2-2013	9.7	610.0	2411.007902
2415	1808	Wadsworth Trog	9-2-2013	32.2	1220.0	1918.993492
2524	1810	Ovenden	16-2-2013	13.0	366.0	3248.040209
2285	1815	Ian Roberts	10-3-2013	10.3	260.0	2356.033865
2226	1816	Llantysilio	16-3-2013	9.9	640.0	3393.010637
2340	1817	Wolfs Pit	17-3-2013	9.0	450.0	5453.002697
2547	1951	Rivington Pike	30-3-2013	5.2	213.0	2446.004961
2199	1829	Blubberhouses Moor 25	7-4-2013	39.0	885.0	9420.99987
2402	1899	Trunce 1	8-4-2013	6.4	170.0	1844.005616
2449	1836	Loughrigg	10-4-2013	6.4	330.0	4391.999713
2681	1831	Silent Valley	13-4-2013	15.3	1490.0	2811.988892
2281	1837	Wardle Skyline	13-4-2013	11.3	381.0	3535.004215
2757	1832	Bouldsworth Hill	14-4-2013	13.2	425.0	1609.017445
2444	1834	Kinder Downfall	14-4-2013	15.4	600.0	1373.003321
2273	1847	Hartcliff Hill	18-4-2013	4.0	150.0	6093.002033
2759	1846	3 Schools Sponsored Event	20-4-2013	14.0	330.0	2517.999418
2706	1844	Anniversary Waltz	20-4-2013	18.5	1097.0	1303.996311
2705	1843	Teenager With Altitude	20-4-2013	24.8	2318.0	5683.0218
2360	1857	Cribyn	27-4-2013	8.9	946.0	2610.999241
2456	1856	Three Peaks	27-4-2013	37.4	1608.0	1908.997312
2403	1901	Trunce 2	29-4-2013	6.4	170.0	27999.002917
2541	1873	Dockray - Hartside	1-5-2013	10.0	800.0	1405.999258
2542	1859	Lothersdale	1-5-2013	5.8	180.0	3179.008327
2565	1896	Tigers Todger	1-5-2013	9.6	259.0	136680.000009
2724	1865	Chunal	4-5-2013	4.8	305.0	3531.000966
2451	1898	Pendle Cloughs	4-5-2013	22.5	1250.0	1820.000505
2544	1866	Coiners	6-5-2013	12.2	405.0	1649.999759
2277	1870	Burbage Skyline	7-5-2013	9.3	366.0	3165.006599
2548	1931	Rainow 5	8-5-2013	8.0	229.0	870.469949
2549	1895	Cressbrook Crawl	11-5-2013	10.5	350.0	3350.020097
2361	1874	Fairfield Horseshoe	11-5-2013	14.5	914.0	1199.037474
2338	1894	Mount Famine	11-5-2013	8.0	564.0	1141.015513
2404	1903	Trunce 3	13-5-2013	6.4	170.0	4100.016408
2502	1964	Jack Bloor Race	14-5-2013	8.4	350.0	5276.003523
2454	1897	Blackstone Edge	15-5-2013	5.6	366.0	2083.02262
2552	1875	Kildwick	15-5-2013	6.0	245.0	1694.002574
2446	1890	Shining Tor	15-5-2013	9.5	488.0	2474.991636
2470	1888	Durris Mast	16-5-2013	8.8	305.0	9810.001369
2213	1889	Bollington Festival 3 Peaks	18-5-2013	9.0	370.0	3387.998756
2396	1923	Charlesworth Chase	18-5-2013	8.3	366.0	7061.009546
2345	1905	Totley Moor	21-5-2013	8.3	440.0	4356.005165
2443	1907	Caw	22-5-2013	9.3	550.0	1453.961276
2555	1911	Harrock Hill 1	22-5-2013	8.4	275.0	6545.016002
2332	1908	Latterbarrow Loop	22-5-2013	4.6	250.0	1482.95789
2299	1952	Vanessa Chappell	22-5-2013	9.0	401.0	1885.99707
2359	1919	Hutton Roof Crags	25-5-2013	11.3	397.0	1056.0718
2204	1935	Jura	25-5-2013	28.0	2370.0	1288.004421
2395	1915	Helvellyn And The Dodds	26-5-2013	24.0	1337.0	2549.995265
2337	1925	Austwick Amble	27-5-2013	13.0	365.0	3250.997291
2556	2039	Bamford Sheepdog Trials	27-5-2013	7.2	305.0	1743.03476
2758	1938	Mynydd Myfyr	27-5-2013	6.5	150.0	3755.994786
2557	1922	Shutlingsloe	27-5-2013	3.0	270.0	988.009596
2559	1932	Batch Bash	29-5-2013	4.8	305.0	11909.008192
2176	1937	Pen Y Ghent	1-6-2013	9.5	564.0	5984.00403
